,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,0.0,0.0,37605,0,0,-3,3,0,3,0.0,0.0,0,Mesut,0.0,1,False,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,67,37605.jpg,0.0,Özil,0.5,False,,u,1,3,0,3441,0,54890,16,0.0,0.0,Özil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,703,288,703,288,703,288,703,288,,,,,,
1,0.0,0.0,39476,0,0,-2,2,0,2,0.0,0.0,0,Sokratis,0.0,2,False,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,48,39476.jpg,0.0,Papastathopoulos,0.1,False,,u,1,3,0,10266,0,19137,3,0.0,0.0,Sokratis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,672,238,664,239,656,236,675,238,,,,,,
2,75.0,75.0,41270,0,0,-1,1,0,2,0.0,1.0,0,David,0.2,3,False,Hamstring injury - 75% chance of playing,2021-05-02T16:00:26.134258Z,54,41270.jpg,2.0,Luiz Moreira Marinho,0.8,False,,d,1,3,41,77099,20,130054,268,0.0,7.6,David Luiz,1396,1,0,3,20,0,0,0,1,1,0,0,230,250.6,46.7,144.0,43.9,252,96,341,115,221,60,297,99,,,4.0,,,
3,100.0,100.0,54694,0,0,-7,7,3,3,0.0,8.2,6,Pierre-Emerick,3.6,4,False,,2021-04-12T08:30:26.681398Z,113,54694.jpg,4.7,Aubameyang,6.9,False,,a,1,3,126,1183742,1310,3838061,8122,0.3,11.2,Aubameyang,2162,10,3,9,25,1,0,0,2,0,0,11,350,489.8,322.0,785.0,159.4,109,39,112,76,33,17,50,30,,,,,1.0,
4,100.0,100.0,58822,0,0,-4,4,0,2,0.0,1.0,0,Cédric,0.0,5,False,,2020-09-23T09:00:14.881983Z,46,58822.jpg,2.8,Soares,0.3,False,,a,1,3,28,41263,32,64959,321,0.0,6.1,Cédric,744,0,1,2,11,0,0,0,1,0,0,3,125,110.8,114.8,66.0,29.2,355,135,238,60,317,105,344,123,,,5.0,,,
5,100.0,100.0,59966,0,0,-1,1,4,4,0.0,2.6,2,Alexandre,0.8,6,False,,2021-04-18T15:30:22.440237Z,84,59966.jpg,4.3,Lacazette,4.5,False,,a,1,3,128,1899605,1685,1914091,8055,0.1,15.2,Lacazette,1905,13,3,7,21,0,0,0,3,0,0,21,451,601.8,306.6,797.0,170.3,60,7,117,14,32,16,43,14,,,3.0,,2.0,
6,0.0,0.0,69140,0,0,0,0,0,2,0.0,0.0,0,Shkodran,0.0,7,False,Joined Schalke on a permanent deal on 1/2,2021-02-01T22:30:23.082979Z,50,69140.jpg,1.0,Mustafi,0.0,False,,u,1,3,3,13464,0,14495,7,0.0,0.6,Mustafi,45,0,0,0,1,0,0,0,0,0,0,0,16,11.6,1.0,0.0,1.3,461,175,453,175,679,243,478,179,,,,,,
7,100.0,100.0,80201,0,0,0,0,3,1,0.0,5.4,11,Bernd,2.2,8,False,,2021-02-02T20:30:22.406559Z,50,80201.jpg,3.7,Leno,6.8,False,,a,1,3,121,957970,390,1094051,4287,0.4,24.2,Leno,2951,0,0,10,36,1,1,0,0,1,80,10,578,658.0,0.0,2.0,65.9,44,14,685,74,440,4,232,14,,,,,,
8,75.0,75.0,84450,0,0,-3,3,0,3,0.0,2.6,0,Granit,1.2,9,False,Muscle injury - 75% chance of playing,2021-05-07T00:30:25.120342Z,52,84450.jpg,2.3,Xhaka,0.4,False,,d,1,3,66,46441,5,84463,462,0.2,12.7,Xhaka,2417,1,2,9,27,0,0,0,7,1,0,1,375,430.4,290.3,132.0,85.5,149,54,125,83,240,121,170,93,,,1.0,,,
9,100.0,100.0,92371,0,0,-1,1,0,2,0.0,4.2,6,Pablo,1.6,10,False,,2021-01-14T22:00:26.195009Z,44,92371.jpg,3.4,Marí,0.1,False,,a,1,3,34,38817,52,34140,230,0.4,7.7,Marí,900,0,0,4,8,0,0,0,2,0,0,1,182,163.2,26.4,16.0,20.6,309,119,371,133,391,149,373,130,,,,,,
10,100.0,100.0,98745,0,0,0,0,3,2,0.0,5.4,1,Héctor,2.2,11,False,,2020-12-13T22:30:16.198432Z,50,98745.jpg,3.8,Bellerín,3.9,False,,a,1,3,94,1049882,480,1154971,4313,0.4,18.8,Bellerín,2089,1,3,7,24,0,0,0,8,0,0,17,421,362.8,351.8,232.0,94.7,188,74,89,19,158,25,137,32,,,,,,
11,100.0,100.0,101184,0,0,0,0,0,2,0.0,4.6,6,Calum,1.8,13,False,,2020-08-15T10:00:11.386295Z,45,101184.jpg,2.9,Chambers,0.2,False,,a,1,3,23,24336,157,13847,609,0.4,5.1,Chambers,571,0,2,1,9,0,0,0,0,0,0,1,112,112.0,108.3,63.0,28.4,353,134,246,64,322,109,346,124,,,,,,
12,0.0,0.0,111457,0,0,-2,2,0,2,0.0,0.0,0,Sead,0.0,14,False,Joined Schalke on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-03T19:00:21.713564Z,48,111457.jpg,2.0,Kolasinac,0.1,False,,u,1,3,2,5329,0,21568,6,0.0,0.4,Kolasinac,90,0,0,0,1,0,0,0,0,0,0,0,9,3.6,5.4,4.0,1.3,478,178,429,163,426,161,477,178,,,,,,
13,100.0,100.0,156074,0,0,-2,2,1,2,0.0,6.2,9,Rob,2.6,16,False,,2020-10-17T22:30:19.025474Z,43,156074.jpg,3.4,Holding,4.7,False,,a,1,3,96,1038478,1042,795112,9645,0.6,22.3,Holding,2377,0,1,10,25,1,0,0,2,0,0,9,497,563.6,73.2,97.0,73.5,73,25,298,87,274,88,202,56,,,,,,
14,100.0,100.0,192895,0,0,-3,3,1,2,0.0,3.8,7,Kieran,1.4,17,False,,2021-04-03T22:00:20.300277Z,52,192895.jpg,3.4,Tierney,3.7,False,,a,1,3,85,966300,1178,1483975,1077,0.3,16.3,Tierney,2132,1,3,7,26,0,0,0,4,0,0,4,447,421.6,469.2,191.0,108.3,159,63,56,11,186,41,107,20,,,,,,
15,100.0,100.0,195735,0,0,-4,4,0,3,0.0,6.6,9,Nicolas,2.8,18,False,,2020-11-22T18:30:18.803078Z,76,195735.jpg,3.1,Pépé,1.1,False,,a,1,3,83,166850,1275,251491,2023,0.4,10.9,Pépé,1426,6,3,3,20,0,0,0,1,1,0,5,254,330.8,221.1,683.0,123.3,201,81,174,109,44,23,84,48,5.0,,,,3.0,
16,0.0,0.0,198849,0,0,-3,3,0,3,0.0,0.0,0,Lucas,0.0,19,False,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,198849.jpg,0.0,Torreira,0.1,False,,u,1,3,0,3459,0,17702,8,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,667,272,659,272,650,269,670,272,,,,,,
