,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,200,Schmeichel,13,1,48,21,3.201,False,1,1,12.3,3.201
1,219,Thomas,13,2,43,21,3.415,False,1,1,0.6,3.415
2,279,Telles,1,2,50,21,3.1660000000000004,False,1,1,1.1,3.1660000000000004
3,555,Varane,1,2,55,21,3.207,False,1,1,1.9,3.207
4,154,Zaha,31,3,68,21,3.41,False,1,1,5.0,3.41
5,196,Raphinha,2,3,65,21,4.1389999999999985,False,1,1,14.3,4.1389999999999985
6,212,Maddison,13,3,69,21,3.658,False,1,1,9.9,3.658
7,359,Son,6,3,105,21,4.373,False,1,1,23.9,4.373
8,78,Toney,94,4,66,21,3.677,False,1,1,11.5,3.677
9,357,Kane,6,4,122,21,4.223,False,1,1,7.9,4.223
10,579,Ronaldo,1,4,125,21,4.624,True,2,1,29.6,9.248
11,170,Pickford,11,1,49,21,2.945,False,0,0,4.4,0.0
12,185,Ayling,2,2,43,21,2.83,False,0,0,2.9,0.0
13,343,Bednarek,20,2,44,21,3.142,False,0,0,0.7,0.0
14,193,Roberts,2,3,48,21,2.897,False,0,0,0.1,0.0
