,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,548,Mendy,8,1,51,8,4.021,False,1,1,4.021
1,11,Bellerín,3,2,51,8,3.796,False,1,1,3.796
2,66,Webster,36,2,44,8,3.933,False,1,1,3.933
3,232,Chilwell,8,2,59,8,4.7010000000000005,False,1,1,4.7010000000000005
4,239,Justin,13,2,48,8,3.755,False,1,1,3.755
5,457,Doherty,6,2,58,8,4.282,False,1,1,4.282
6,4,Aubameyang,3,3,117,8,5.524,False,1,1,5.524
7,390,Son,6,3,96,8,5.574,False,1,1,5.574
8,377,Adams,20,4,58,8,4.421,False,1,1,4.421
9,388,Kane,6,4,110,8,6.45,True,2,1,12.9
10,441,Haller,21,4,61,8,4.646,False,1,1,4.646
11,363,McCarthy,20,1,45,8,3.818,False,0,0,0.0
12,69,Trossard,36,3,60,8,4.122,False,0,0,0.0
13,114,Ziyech,8,3,80,8,4.484,False,0,0,0.0
14,370,Ward-Prowse,20,3,59,8,4.5760000000000005,False,0,0,0.0
