,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,100.0,75.0,80201,0,0,-4,4,0,1,1.0,0.4,0,Bernd,0.0,1,False,,2021-12-06T23:00:13.342729Z,46,80201.jpg,1.3,Leno,0.9,False,,a,1,3,4,60818,66,181160,246,0.0,0.9,Leno,270,0,0,0,9,0,0,0,0,0,9,0,48,79.0,0.0,0.0,7.9,317,25,609,66,592,60,375,25,,,,,,
1,0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,2,False,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,115918.jpg,0.0,Rúnarsson,0.7,False,,u,1,3,0,19017,0,69166,218,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,44,458,23,418,14,475,44,,,,,,
2,0.0,0.0,47431,0,0,-2,2,0,3,0.0,0.0,0,Willian,0.0,3,False,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,47431.jpg,0.0,Borges Da Silva,0.1,False,,u,1,3,0,914,0,20329,9,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656,267,656,267,656,267,656,267,,,,,,
3,100.0,0.0,54694,0,0,-4,4,0,4,1.9,0.0,0,Pierre-Emerick,0.9,4,False,,2021-12-17T10:30:10.704068Z,96,54694.jpg,3.1,Aubameyang,1.8,False,,a,1,3,44,733531,394,844087,3470,0.1,4.6,Aubameyang,1036,4,1,6,16,0,0,2,3,0,0,7,131,217.6,132.4,582.0,92.9,135,14,143,23,9,5,40,11,,,,,1.0,
4,,,58822,0,0,-3,3,0,2,1.1,0.6,1,Cédric,0.1,5,False,,,42,58822.jpg,0.5,Soares,0.2,False,,a,1,3,2,12250,64,23759,72,0.0,0.5,Cédric,214,0,0,0,8,0,0,0,1,0,0,0,25,31.4,40.5,1.0,7.3,377,143,274,83,394,148,380,137,,,,,,
5,100.0,100.0,59966,0,0,-1,1,0,4,4.0,3.5,5,Alexandre,3.0,6,False,,2021-08-13T14:30:14.582063Z,84,59966.jpg,2.5,Lacazette,6.3,False,,a,1,3,33,548495,11832,202033,5044,0.4,3.9,Lacazette,698,2,2,4,6,0,0,1,0,0,0,1,119,179.2,165.7,269.0,61.3,184,23,106,13,65,27,92,24,,,5.0,,2.0,
6,100.0,100.0,84450,0,0,-2,2,0,3,2.6,2.1,4,Granit,1.6,7,False,,2021-09-26T22:30:11.256623Z,48,84450.jpg,1.9,Xhaka,0.3,False,,a,1,3,15,20903,317,79270,153,0.3,3.1,Xhaka,645,0,1,2,13,0,0,0,2,1,0,0,88,108.6,99.3,79.0,28.6,274,114,180,107,220,119,253,116,,,4.0,,,
7,0.0,100.0,92371,0,0,-3,3,0,2,0.0,0.5,0,Pablo,0.0,8,False,Illness - Expected back 01 Jan,2021-12-18T22:30:09.516192Z,42,92371.jpg,0.5,Marí,0.1,False,,i,1,3,1,5371,7,13655,54,0.0,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,340,131,360,130,361,130,374,133,,,,,,
8,0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,9,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.2,False,,u,1,3,0,3737,0,69868,24,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,619,220,614,220,602,218,619,220,,,,,,
9,,,101184,0,0,-3,3,0,2,1.0,0.5,0,Calum,0.0,10,False,,,42,101184.jpg,0.5,Chambers,0.2,False,,a,1,3,1,9993,28,29898,73,0.0,0.2,Chambers,170,0,0,0,7,0,0,0,0,0,0,0,27,45.4,17.2,12.0,7.5,353,137,340,117,357,126,377,135,,,,,,
