,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1455.0,1481.2,1516.49,1515.2,-82.56,500593,39301,750,282,9.5%
1,FplSimpson,1437.0,1471.24,1532.46,1515.06,-103.06,659700,55302,248,282,4.6%
2,FplStatsdan,1407.0,1440.52,1505.35,1491.53,-106.1,974636,142629,2062,1373,4.1%
3,FF_Trout,1533.0,1543.57,1544.53,1541.16,-42.29,95088,1938,7,4,24.5%
4,dilksybab,1524.0,1557.45,1545.48,1521.06,-48.83,120296,904,7,201,21.1%
5,theFPLkiwi,1379.0,1426.65,1488.06,1470.43,-116.52,1316561,197841,8610,8165,2.6%
6,jameso_12,1426.0,1409.77,1464.72,1437.96,-44.96,769099,295891,35062,50368,23%
7,api_kakayou,1563.0,1456.63,1452.78,1439.99,81.28,39070,87579,65520,45869,92.3%
8,usafpl,1403.0,1395.01,1434.05,1414.44,-44.61,1021052,402911,126157,132199,23.2%
9,CazzaFPL,1552.0,1496.32,1540.77,1509.2,3.48,55618,21652,178,345,52.2%
10,PlanetosFPL,1446.0,1473.5,1521.1,1498.5,-85.02,577525,51304,605,812,8.8%
11,analytic_fpl,1513.0,1465.66,1500.76,1486.76,-4.46,158941,66241,3672,2454,47.2%
12,rogue_wee,1446.0,1463.69,1487.06,1464.53,-58.35,577525,70109,9492,11250,17.4%
13,mtthwmn,1487.0,1478.42,1506.94,1496.81,-39.99,280262,43027,1736,891,25.5%
14,cmusson32,1457.0,1472.21,1496.65,1505.15,-67.43,484193,53580,5017,585,14.4%
15,FPLstudent2,1508.0,1555.88,1517.0,1537.34,-60.11,178847,978,737,4,16.9%
16,peterhandleson,1365.0,1389.07,1411.48,1399.49,-67.73,1504229,449281,263283,219082,14.3%
17,chrishp,1508.0,1499.41,1476.24,1468.39,-4.77,179154,18864,19427,8874,46.9%
18,plfantasy,1548.0,1477.65,1464.94,1446.63,53.35,63322,44325,34713,34879,81.8%
19,FPLmeta,1513.0,1482.6,1510.81,1504.67,-19.34,158134,37336,1099,587,36.8%
20,FplAuto,1482.0,1487.86,1479.58,1452.9,-23.02,312136,31218,14813,23793,34.9%
