,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,232223,0,0,-1,1,0,4,0.0,0.0,0,Folarin,0.0,1,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.0,Balogun,0.2,False,,u,1,3,0,10024,0,63338,12,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,684,70,674,70,649,68,686,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,557,102,563,49,696,75,342,53,0.0,0.0
1,,,58822,0,0,-2,2,0,2,1.8,0.3,0,Cédric,0.3,2,False,,,38,58822.jpg,1.0,Alves Soares,0.5,False,,a,1,3,3,51154,1867,52424,806,0.1,0.8,Cédric,59,0,0,0,0,0,0,0,0,0,0,0,15,2.0,4.3,0.0,0.6,0,0.00,0.02,0.02,0.39,518,185,456,166,473,172,512,181,,,,,,,0.0,0.0,0.03,0.03,0.59,0.0,835,267,321,105,440,147,247,97,0.0,0.0
2,100.0,100.0,153256,0,0,-1,1,0,3,1.5,0.0,0,Mohamed,0.0,3,False,,2023-12-30T22:30:09.113694Z,44,153256.jpg,2.0,Elneny,0.1,False,,a,1,3,6,13443,17,20153,32,0.0,1.4,M.Elneny,25,0,1,0,0,0,0,0,0,0,0,0,16,4.0,2.1,10.0,1.6,0,0.08,0.01,0.09,0.13,504,227,468,228,432,214,501,227,,,,,,,0.29,0.0,0.04,0.33,0.47,0.0,530,313,549,183,302,124,473,157,0.0,0.0
3,100.0,100.0,438098,0,0,-1,1,0,3,1.8,0.3,0,Fábio,0.3,4,False,,2023-12-07T12:00:08.489004Z,54,438098.jpg,2.4,Ferreira Vieira,0.1,False,,a,1,3,22,11665,16,19001,15,0.1,4.1,Fábio Vieira,281,1,3,1,2,0,0,0,0,1,0,0,65,82.2,77.7,79.0,23.8,2,1.20,0.58,1.78,1.68,389,165,306,167,275,141,363,165,,,,,4.0,,0.38,0.0,0.19,0.57,0.54,0.64,123,76,345,162,245,105,452,148,0.64,0.32
4,100.0,75.0,226597,0,0,3,-3,3,2,5.8,3.2,6,Gabriel,4.3,5,True,,2024-03-18T22:00:08.938811Z,53,226597.jpg,4.0,dos Santos Magalhães,25.5,False,,a,1,3,109,2903781,49783,3177843,20067,0.8,20.6,Gabriel,2264,3,1,10,21,1,0,0,3,0,0,6,494,546.8,107.7,306.0,96.2,25,3.39,0.54,3.93,18.66,57,19,260,75,93,3,112,19,,,,,,,0.13,0.0,0.02,0.15,0.74,0.83,145,15,47,9,51,6,12,3,0.99,0.4
5,100.0,100.0,219847,0,0,-3,3,2,3,9.5,8.0,3,Kai,8.0,6,False,,2023-12-23T20:00:08.458889Z,72,219847.jpg,4.0,Havertz,3.6,False,,a,1,3,113,376559,43537,477914,6203,1.1,15.7,Havertz,1863,8,5,10,17,0,0,0,7,0,0,8,316,449.8,380.0,559.0,138.8,21,8.24,1.79,10.03,13.79,103,40,70,54,33,18,52,38,,,,,3.0,,0.4,0.0,0.09,0.49,0.67,0.82,28,16,6,3,52,30,95,29,1.01,0.48
6,100.0,100.0,205651,-1,1,-3,3,1,4,2.5,1.0,1,Gabriel,1.0,8,False,,2024-02-05T08:30:09.036230Z,77,205651.jpg,3.3,Fernando de Jesus,2.6,False,,a,1,3,66,1074001,10021,1156054,1651,0.1,8.6,G.Jesus,1208,4,4,8,11,0,0,0,6,0,0,10,216,306.6,335.9,649.0,129.2,14,5.54,2.40,7.94,10.73,204,24,84,7,24,10,62,11,,,,,,,0.41,0.0,0.18,0.59,0.8,0.82,18,6,249,31,122,24,121,20,1.04,0.6
7,100.0,100.0,85955,0,0,-2,2,0,3,4.2,2.7,3,Jorge Luiz,2.7,9,False,,2023-12-18T00:00:09.353001Z,53,85955.jpg,1.7,Frello Filho,0.2,False,,a,1,3,33,11128,88,20885,78,0.5,6.2,Jorginho,788,0,1,3,9,0,0,0,1,0,0,0,140,120.4,159.6,10.0,29.0,9,0.10,1.16,1.26,6.97,346,146,196,124,434,216,336,152,,,,,,,0.01,0.0,0.13,0.14,0.8,1.03,128,79,110,53,364,161,340,104,1.03,0.34
8,,,440854,0,0,-1,1,1,2,7.5,6.0,6,Jakub,6.0,10,False,,,44,440854.jpg,3.5,Kiwior,1.7,False,,a,1,3,59,214230,21916,48537,2355,1.4,13.4,Kiwior,850,1,3,5,8,0,0,0,1,0,0,1,233,219.0,104.4,90.0,41.5,10,0.74,0.57,1.31,4.97,260,98,265,77,250,72,282,94,,,,,,,0.08,0.0,0.06,0.14,0.53,0.85,569,113,15,2,89,16,154,63,1.06,0.53
9,0.0,0.0,479683,0,0,0,0,0,3,0.0,0.0,0,Marcus,0.0,11,False,Season long loan to FC Nantes,2023-08-14T03:57:12.475590Z,45,479683.jpg,0.0,Oliveira Alencar,0.0,False,,u,1,3,0,819,0,11900,3,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,736,291,729,290,717,286,739,292,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,435,252,640,232,741,295,551,194,0.0,0.0
