,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,455,Patrício,39,1,55,9,3.87,False,1,1,7.6,3.87
1,232,Chilwell,8,2,60,9,3.965,False,1,1,29.1,3.965
2,313,Wan-Bissaka,1,2,54,9,4.53,False,1,1,9.1,4.53
3,568,Telles,1,2,55,9,4.782,False,1,1,1.0,4.782
4,4,Aubameyang,3,3,117,9,5.224,False,1,1,12.9,5.224
5,37,Grealish,7,3,75,9,4.8260000000000005,False,1,1,38.3,4.8260000000000005
6,302,Fernandes,1,3,106,9,6.247000000000001,True,2,1,30.3,12.494000000000002
7,468,Jota,14,3,65,9,4.828,False,1,1,10.5,4.828
8,508,Rodríguez,11,3,79,9,4.825,False,1,1,29.3,4.825
9,117,Werner,8,4,94,9,5.238,False,1,1,24.7,5.238
10,514,Watkins,7,4,61,9,4.69,False,1,1,8.3,4.69
11,363,McCarthy,20,1,45,9,3.506,False,0,0,20.0,0.0
12,42,Targett,7,2,45,9,3.142,False,0,0,2.5,0.0
13,443,Balbuena,21,2,44,9,3.309,False,0,0,1.4,0.0
14,262,Brewster,49,4,45,9,2.298,False,0,0,6.3,0.0
