,player_id,event,event_id,web_name,points_md,xmins_md,team,opp_team
0,1,35,339.0,Özil,0.0,0.0,1,18.0
1,1,35,354.0,Özil,0.0,0.0,1,5.0
2,1,36,,Özil,0.0,0.0,1,
3,1,37,362.0,Özil,0.0,0.0,1,6.0
4,1,38,369.0,Özil,0.0,0.0,1,3.0
5,2,35,339.0,Sokratis,0.0,0.0,1,18.0
6,2,35,354.0,Sokratis,0.0,0.0,1,5.0
7,2,36,,Sokratis,0.0,0.0,1,
8,2,37,362.0,Sokratis,0.0,0.0,1,6.0
9,2,38,369.0,Sokratis,0.0,0.0,1,3.0
10,3,35,339.0,David Luiz,3.4530000000000003,53.0,1,18.0
11,3,35,354.0,David Luiz,3.4530000000000003,53.0,1,5.0
12,3,36,,David Luiz,0.0,0.0,1,
13,3,37,362.0,David Luiz,2.9160000000000004,71.0,1,6.0
14,3,38,369.0,David Luiz,2.574,65.0,1,3.0
15,4,35,339.0,Aubameyang,9.969,72.0,1,18.0
16,4,35,354.0,Aubameyang,9.969,72.0,1,5.0
17,4,36,,Aubameyang,0.0,0.0,1,
18,4,37,362.0,Aubameyang,4.516,61.0,1,6.0
19,4,38,369.0,Aubameyang,4.306,61.0,1,3.0
20,5,35,339.0,Cédric,0.37799999999999995,5.0,1,18.0
21,5,35,354.0,Cédric,0.37799999999999995,5.0,1,5.0
22,5,36,,Cédric,0.0,0.0,1,
23,5,37,362.0,Cédric,0.20800000000000002,5.0,1,6.0
24,5,38,369.0,Cédric,0.282,7.0,1,3.0
25,6,35,339.0,Lacazette,7.577999999999999,65.0,1,18.0
26,6,35,354.0,Lacazette,7.577999999999999,65.0,1,5.0
27,6,36,,Lacazette,0.0,0.0,1,
28,6,37,362.0,Lacazette,3.556,57.0,1,6.0
29,6,38,369.0,Lacazette,3.467,58.0,1,3.0
30,7,35,339.0,Mustafi,0.0,0.0,1,18.0
31,7,35,354.0,Mustafi,0.0,0.0,1,5.0
32,7,36,,Mustafi,0.0,0.0,1,
33,7,37,362.0,Mustafi,0.0,0.0,1,6.0
34,7,38,369.0,Mustafi,0.0,0.0,1,3.0
35,8,35,339.0,Leno,3.7760000000000002,45.0,1,18.0
36,8,35,354.0,Leno,3.7760000000000002,45.0,1,5.0
37,8,36,,Leno,0.0,0.0,1,
38,8,37,362.0,Leno,0.524,12.0,1,6.0
39,8,38,369.0,Leno,1.899,44.0,1,3.0
40,9,35,339.0,Xhaka,3.0239999999999996,54.0,1,18.0
41,9,35,354.0,Xhaka,3.0239999999999996,54.0,1,5.0
42,9,36,,Xhaka,0.0,0.0,1,
43,9,37,362.0,Xhaka,2.153,69.0,1,6.0
44,9,38,369.0,Xhaka,2.116,69.0,1,3.0
45,10,35,339.0,Marí,1.706,24.0,1,18.0
46,10,35,354.0,Marí,1.706,24.0,1,5.0
47,10,36,,Marí,0.0,0.0,1,
48,10,37,362.0,Marí,0.706,18.0,1,6.0
49,10,38,369.0,Marí,0.722,19.0,1,3.0
50,11,35,339.0,Bellerín,2.7319999999999998,36.0,1,18.0
51,11,35,354.0,Bellerín,2.7319999999999998,36.0,1,5.0
52,11,36,,Bellerín,0.0,0.0,1,
53,11,37,362.0,Bellerín,1.518,36.0,1,6.0
54,11,38,369.0,Bellerín,1.423,35.0,1,3.0
