,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,408,Fabianski,21,1,50,19,3.0780000000000003,False,1,1,2.6,3.0780000000000003
1,71,Lamptey,36,2,45,19,2.98,False,1,1,2.2,2.98
2,414,Dawson,21,2,49,19,3.116,False,1,1,0.4,3.116
3,424,Diop,21,2,43,19,2.999,False,1,1,0.3,2.999
4,584,Cucurella,36,2,50,19,2.962,False,1,1,1.2,2.962
5,64,Trossard,36,3,62,19,3.625,False,1,1,1.4,3.625
6,250,Gündogan,43,3,73,19,3.665,False,1,1,4.1,3.665
7,251,De Bruyne,43,3,119,19,4.558,True,2,1,4.2,9.116
8,255,Sterling,43,3,106,19,3.812,False,1,1,2.4,3.812
9,281,Rashford,1,3,94,19,3.278,False,1,1,1.0,3.278
10,296,Wilson,4,4,74,19,2.803,False,1,1,4.0,2.803
11,556,Fernández,94,1,45,19,2.681,False,0,0,0.7,0.0
12,555,Varane,1,2,55,19,2.9,False,0,0,1.8,0.0
13,310,Joelinton,4,4,58,19,1.802,False,0,0,0.7,0.0
14,455,Daka,13,4,71,19,1.717,False,0,0,1.4,0.0
