,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,143,Mendy,8,1,61,9,4.36,False,1,1,14.9,4.36
1,135,Chilwell,8,2,57,9,5.115,False,1,1,6.0,5.115
2,168,Digne,11,2,53,9,4.713,False,1,1,7.8,4.713
3,169,Keane,11,2,50,9,4.402,False,1,1,2.9,4.402
4,96,Mbeumo,94,3,55,9,4.631,False,1,1,3.0,4.631
5,233,Salah,14,3,128,9,5.309,False,1,1,64.2,5.309
6,251,De Bruyne,43,3,119,9,5.0939999999999985,False,1,1,3.1,5.0939999999999985
7,482,Townsend,11,3,57,9,4.694,False,1,1,10.4,4.694
8,78,Toney,94,4,64,9,4.927,False,1,1,15.7,4.927
9,525,A.Armstrong,20,4,60,9,5.019,False,1,1,3.0,5.019
10,529,Lukaku,8,4,117,9,6.434,True,2,1,36.5,12.868
11,2,Rúnarsson,3,1,40,9,0.0,False,0,0,0.9,0.0
12,99,Bardsley,90,2,39,9,0.0,False,0,0,0.7,0.0
13,425,Johnson,21,2,39,9,0.332,False,0,0,2.1,0.0
14,115,Brownhill,90,3,44,9,2.595,False,0,0,3.7,0.0
