,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,213,Meslier,2,1,45,8,3.719,False,1,1,3.719
1,77,Lamptey,36,2,47,8,3.807,False,1,1,3.807
2,232,Chilwell,8,2,58,8,4.541,False,1,1,4.541
3,362,Bertrand,20,2,50,8,3.821,False,1,1,3.821
4,375,Walker-Peters,20,2,45,8,3.629,False,1,1,3.629
5,443,Balbuena,21,2,44,8,3.499,False,1,1,3.499
6,4,Aubameyang,3,3,117,8,5.757999999999999,False,1,1,5.757999999999999
7,306,Rashford,1,3,95,8,4.876,False,1,1,4.876
8,390,Son,6,3,95,8,5.329,False,1,1,5.329
9,388,Kane,6,4,109,8,6.178,True,2,1,12.356
10,441,Haller,21,4,61,8,4.605,False,1,1,4.605
11,431,Fabianski,21,1,50,8,3.952,False,0,0,0.0
12,69,Trossard,36,3,60,8,3.986,False,0,0,0.0
13,370,Ward-Prowse,20,3,58,8,3.787,False,0,0,0.0
14,68,Maupay,36,4,66,8,4.727,False,0,0,0.0
