,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,334,McCarthy,20,1,45,9,3.761,False,1,1,2.4,3.761
1,16,Tierney,3,2,49,9,3.748,False,1,1,7.2,3.748
2,168,Digne,11,2,53,9,4.722,False,1,1,7.8,4.722
3,262,Dias,43,2,62,9,3.816,False,1,1,29.3,3.816
4,96,Mbeumo,94,3,56,9,4.739,False,1,1,3.4,4.739
5,138,Mount,8,3,74,9,5.654,False,1,1,8.7,5.654
6,141,Havertz,8,3,81,9,5.952000000000001,True,2,1,4.0,11.904000000000002
7,233,Salah,14,3,128,9,5.359,False,1,1,64.7,5.359
8,482,Townsend,11,3,57,9,4.813,False,1,1,11.5,4.813
9,4,Aubameyang,3,4,99,9,5.285,False,1,1,2.6,5.285
10,78,Toney,94,4,64,9,4.901,False,1,1,15.9,4.901
11,559,Ramsdale,3,1,46,9,3.794,False,0,0,6.2,0.0
12,142,James,8,2,55,9,5.5920000000000005,False,0,0,5.1,0.0
13,169,Keane,11,2,50,9,4.432,False,0,0,3.0,0.0
14,413,Antonio,21,4,81,9,4.685,False,0,0,45.5,0.0
