,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,170,Pickford,11,1,50,9,3.902,False,1,1,5.2,3.902
1,142,James,8,2,55,9,5.5920000000000005,False,1,1,5.1,5.5920000000000005
2,168,Digne,11,2,53,9,4.722,False,1,1,7.8,4.722
3,169,Keane,11,2,50,9,4.432,False,1,1,3.0,4.432
4,96,Mbeumo,94,3,56,9,4.739,False,1,1,3.4,4.739
5,138,Mount,8,3,74,9,5.654,False,1,1,8.7,5.654
6,141,Havertz,8,3,81,9,5.952000000000001,True,2,1,4.0,11.904000000000002
7,233,Salah,14,3,128,9,5.359,False,1,1,64.7,5.359
8,251,De Bruyne,43,3,119,9,4.932,False,1,1,3.3,4.932
9,4,Aubameyang,3,4,99,9,5.285,False,1,1,2.6,5.285
10,78,Toney,94,4,64,9,4.901,False,1,1,15.9,4.901
11,572,Okonkwo,3,1,40,9,0.0,False,0,0,0.1,0.0
12,99,Bardsley,90,2,39,9,0.0,False,0,0,0.7,0.0
13,425,Johnson,21,2,39,9,0.415,False,0,0,2.2,0.0
14,49,Davis,7,4,44,9,0.361,False,0,0,1.6,0.0
