,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,516,Areola,54,1,45,7,3.751,False,1,1,3.751
1,232,Chilwell,8,2,58,7,4.336,False,1,1,4.336
2,255,Robertson,14,2,71,7,4.731,False,1,1,4.731
3,458,Boly,39,2,55,7,4.08,False,1,1,4.08
4,37,Grealish,7,3,73,7,4.875,False,1,1,4.875
5,203,Harrison,2,3,55,7,3.642,False,1,1,3.642
6,251,Mané,14,3,120,7,6.479,False,1,1,6.479
7,254,Salah,14,3,124,7,7.545,True,2,1,15.09
8,284,Foden,43,3,66,7,3.987,False,1,1,3.987
9,184,Mitrović,54,4,58,7,4.67,False,1,1,4.67
10,514,Watkins,7,4,60,7,4.453,False,1,1,4.453
11,455,Patrício,39,1,55,7,4.1560000000000015,False,0,0,0.0
12,123,James,8,2,50,7,3.619,False,0,0,0.0
13,459,Coady,39,2,50,7,3.611,False,0,0,0.0
14,202,Bamford,2,4,59,7,4.1960000000000015,False,0,0,0.0
