,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,232223,0,0,-1,1,0,4,0.0,0.0,0,Folarin,0.0,1,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.0,Balogun,0.3,False,,u,1,3,0,10024,0,56521,128,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,576,56,564,59,553,57,580,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,530,90,538,55,583,60,298,48,0.0,0.0
1,,,58822,0,0,-1,1,0,2,1.0,0.5,0,Cédric,0.0,2,False,,,39,58822.jpg,0.0,Alves Soares,0.4,False,,a,1,3,0,19360,285,22551,160,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,438,156,417,152,394,141,442,155,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,702,221,379,123,444,154,242,95,0.0,0.0
2,100.0,100.0,153256,0,0,-1,1,0,3,1.0,0.5,0,Mohamed,0.0,3,False,,2023-08-11T13:00:06.079379Z,44,153256.jpg,0.0,Elneny,0.1,False,,a,1,3,0,7162,89,11370,71,0.0,0.0,M.Elneny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,558,211,546,211,534,207,562,215,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,496,277,515,191,565,215,428,137,0.0,0.0
3,100.0,100.0,438098,0,0,-1,1,0,3,1.5,1.0,0,Fábio,0.5,4,False,,2023-09-29T10:30:07.948136Z,54,438098.jpg,3.2,Ferreira Vieira,0.1,False,,a,1,3,16,9902,28,12521,117,0.1,3.0,Fábio Vieira,185,0,3,1,2,0,0,0,0,0,0,0,45,45.6,56.5,58.0,15.9,2,0.41,0.32,0.73,1.41,280,118,179,108,147,87,237,108,4.0,,,,,,0.2,0.0,0.16,0.36,0.69,0.97,132,86,322,151,117,52,377,120,0.97,0.49
4,100.0,100.0,226597,0,0,-3,3,0,2,5.0,4.5,1,Gabriel,4.0,5,False,,2023-09-30T23:00:07.672676Z,47,226597.jpg,3.1,dos Santos Magalhães,12.9,False,,a,1,3,25,420181,13020,2050992,2811,0.9,5.3,Gabriel,564,0,0,3,5,0,0,0,1,0,0,2,120,108.0,11.8,25.0,14.5,6,0.20,0.05,0.25,6.11,150,58,338,118,237,69,254,84,,,,,,,0.03,0.0,0.01,0.04,0.98,0.8,335,41,50,15,122,38,33,11,0.96,0.48
5,,,219847,0,0,-4,4,0,3,4.0,3.5,1,Kai,3.0,6,False,,,71,219847.jpg,2.2,Havertz,1.6,False,,a,1,3,20,30512,155,329995,639,0.4,2.8,Havertz,473,1,1,2,4,0,0,0,3,0,0,0,52,87.0,97.7,92.0,27.7,5,1.58,0.54,2.12,4.84,197,78,97,70,92,54,118,64,,,,,,,0.3,0.0,0.1,0.4,0.92,0.76,29,16,96,42,208,87,135,40,0.95,0.38
6,100.0,100.0,205651,0,0,-1,1,0,4,3.5,3.0,2,Gabriel,2.5,8,False,,2023-09-30T23:30:06.990139Z,79,205651.jpg,2.6,Fernando de Jesus,3.5,False,,a,1,3,18,381056,3569,329809,3333,0.3,2.3,G.Jesus,362,1,1,2,4,0,0,0,2,0,0,2,51,67.8,58.8,144.0,27.0,4,1.71,0.30,2.01,4.22,238,29,173,26,49,19,120,22,,,,,3.0,,0.43,0.0,0.07,0.5,1.05,0.99,14,5,115,16,180,27,93,18,0.99,0.5
7,100.0,100.0,85955,0,0,-1,1,0,3,2.5,2.0,2,Jorge Luiz,1.5,9,False,,2023-08-07T15:30:05.168632Z,54,85955.jpg,1.3,Frello Filho,0.2,False,,a,1,3,9,5109,61,12929,51,0.3,1.7,Jorginho,213,0,0,1,4,0,0,0,1,0,0,0,34,33.8,31.9,6.0,7.1,2,0.04,0.20,0.24,3.29,309,132,238,130,348,181,324,145,,,,,,,0.02,0.0,0.08,0.1,1.39,1.69,118,73,204,93,324,151,338,104,0.85,0.42
8,,,440854,0,0,-2,2,0,2,1.0,0.5,0,Jakub,0.0,10,False,,,43,440854.jpg,1.0,Kiwior,0.1,False,,a,1,3,2,2369,14,6251,30,0.0,0.5,Kiwior,91,0,0,0,2,0,0,0,0,0,0,0,14,16.4,4.9,14.0,3.6,1,0.32,0.03,0.35,0.79,354,131,365,134,290,93,364,129,,,,,,,0.32,0.0,0.03,0.35,0.78,1.98,591,154,496,190,354,124,427,165,0.99,0.0
9,0.0,0.0,479683,0,0,0,0,0,3,0.0,0.0,0,Marcus,0.0,11,False,Season long loan to FC Nantes,2023-08-14T03:57:12.475590Z,45,479683.jpg,0.0,Oliveira Alencar,0.1,False,,u,1,3,0,819,0,11101,14,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,635,250,631,250,623,248,640,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,431,243,603,232,640,253,504,174,0.0,0.0
