,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
513,39,251,Ritchie,2,13,Newcastle,4,53,18
606,39,220,Foden,3,11,Man City,43,55,16
634,39,217,Mahrez,3,11,Man City,43,86,15
424,39,215,De Bruyne,3,11,Man City,43,106,14
697,39,323,Armstrong,3,16,Southampton,20,52,13
512,39,401,Doherty,2,20,Wolves,39,65,12
595,39,123,van Aanholt,2,7,Crystal Palace,31,56,12
77,39,161,Chilwell,2,9,Leicester,13,54,11
156,39,105,Azpilicueta,2,6,Chelsea,8,61,11
168,39,313,Ings,4,16,Southampton,20,76,11
190,39,471,Henderson,1,15,Sheffield Utd,49,52,11
694,39,615,Bergwijn,3,17,Spurs,6,69,11
35,39,189,Alisson,1,10,Liverpool,14,62,10
36,39,500,Saint-Maximin,3,13,Newcastle,4,52,10
90,39,218,Bernardo Silva,3,11,Man City,43,76,10
453,39,42,Dunk,2,4,Brighton,36,48,10
466,39,134,Milivojevic,3,7,Crystal Palace,31,67,10
616,39,214,Sterling,3,11,Man City,43,120,10
111,39,618,Fernandes,3,12,Man Utd,1,90,9
152,39,439,Dawson,2,18,Watford,57,48,9
186,39,219,David Silva,3,11,Man City,43,75,9
383,39,148,Pickford,1,8,Everton,11,52,9
557,39,320,Redmond,3,16,Southampton,20,62,9
559,39,502,Maupay,4,4,Brighton,36,57,9
11,39,355,Masina,2,18,Watford,57,43,8
312,39,611,Jack Robinson,2,15,Sheffield Utd,49,40,8
566,39,488,Pépé,3,1,Arsenal,3,89,8
579,39,110,Giroud,4,6,Chelsea,8,67,8
621,39,409,Jiménez,4,20,Wolves,39,80,8
78,39,204,Mendy,2,11,Man City,43,55,7
136,39,431,Pulisic,3,6,Chelsea,8,74,7
257,39,503,Cahill,2,7,Crystal Palace,31,43,7
301,39,271,Hayden,3,13,Newcastle,4,44,7
436,39,25,Hause,2,2,Aston Villa,7,44,7
647,39,407,Saïss,2,20,Wolves,39,47,7
719,39,182,Alexander-Arnold,2,10,Liverpool,14,77,7
727,39,445,Mings,2,2,Aston Villa,7,44,7
